account_id,district_id,frequency,date,Account_type
3338,25,Monthly,2019-12-24,Savings account
3655,1,Monthly,2019-12-24,Salary account
957,70,Monthly,2019-12-22,NRI account
1682,49,Monthly,2019-12-22,Salary account
2630,64,Monthly,2019-12-21,Salary account
3092,46,Monthly,2019-12-20,NRI account
5661,53,Monthly,2019-12-20,Savings account
809,36,Monthly,2019-12-20,NRI account
522,17,Monthly,2019-12-20,NRI account
2095,56,Monthly,2019-12-19,NRI account
1137,60,Monthly,2019-12-19,Salary account
2570,1,Monthly,2019-12-19,Savings account
1212,70,Monthly,2019-12-18,NRI account
8039,9,Monthly,2019-12-17,NRI account
3205,1,Monthly,2019-12-17,Savings account
5477,57,Monthly,2019-12-17,NRI account
3476,3,Monthly,2019-12-16,Savings account
5001,53,Monthly,2019-12-15,NRI account
1469,67,Monthly,2019-12-15,NRI account
791,49,Monthly,2019-12-14,Salary account
3858,2,Monthly,2019-12-14,NRI account
2237,26,Monthly,2019-12-13,Savings account
1917,73,Monthly,2019-12-13,NRI account
1685,28,Monthly,2019-12-13,NRI account
924,11,Monthly,2019-12-09,Savings account
3305,13,Monthly,2019-12-09,Salary account
2692,28,Monthly,2019-12-08,NRI account
6927,74,weekly,2019-12-08,Savings account
2374,1,Monthly,2019-12-07,Salary account
1104,39,Monthly,2019-12-07,Savings account
474,61,Monthly,2019-12-06,Savings account
633,57,Monthly,2019-12-06,Salary account
1825,3,Monthly,2019-12-05,Salary account
253,46,Monthly,2019-12-05,Savings account
2437,1,Monthly,2019-12-04,Salary account
2309,18,Monthly,2019-12-03,Savings account
2851,17,Monthly,2019-12-02,Salary account
2803,58,Monthly,2019-12-01,Salary account
1901,15,Monthly,2019-12-01,Salary account
3525,70,Monthly,2019-12-01,Salary account
3320,1,Monthly,2019-12-01,Salary account
452,63,Monthly,2019-11-29,Savings account
3783,40,Monthly,2019-11-29,Savings account
3189,29,Monthly,2019-11-29,NRI account
3689,8,Monthly,2019-11-29,Salary account
728,60,Monthly,2019-11-28,Savings account
3970,24,Monthly,2019-11-28,NRI account
8169,29,Monthly,2019-11-28,Salary account
3973,20,Monthly,2019-11-27,NRI account
2043,46,Monthly,2019-11-27,NRI account
2003,32,Monthly,2019-11-27,NRI account
557,1,Monthly,2019-11-26,Savings account
3490,48,Monthly,2019-11-26,NRI account
2015,68,Monthly,2019-11-25,Salary account
2341,33,Monthly,2019-11-25,Salary account
565,39,Monthly,2019-11-25,NRI account
337,17,Monthly,2019-11-25,Salary account
3780,44,Monthly,2019-11-25,Salary account
10411,39,suance after a transaction,2019-11-23,Savings account
2783,43,Monthly,2019-11-23,NRI account
9017,70,Monthly,2019-11-22,NRI account
486,33,Monthly,2019-11-21,NRI account
1395,1,Monthly,2019-11-21,Savings account
1341,36,Monthly,2019-11-21,NRI account
1357,56,Monthly,2019-11-20,NRI account
3772,7,Monthly,2019-11-20,Savings account
3148,33,Monthly,2019-11-19,Salary account
933,21,Monthly,2019-11-18,Salary account
3229,64,Monthly,2019-11-18,Savings account
1700,64,Monthly,2019-11-18,NRI account
2836,42,Monthly,2019-11-18,NRI account
338,49,Monthly,2019-11-18,Savings account
3303,1,Monthly,2019-11-17,NRI account
2516,6,Monthly,2019-11-16,Salary account
3767,1,Monthly,2019-11-15,NRI account
348,25,Monthly,2019-11-15,NRI account
1867,52,Monthly,2019-11-15,Savings account
487,40,Monthly,2019-11-14,Salary account
3572,65,Monthly,2019-11-12,NRI account
1030,57,Monthly,2019-11-12,Savings account
968,74,Monthly,2019-11-11,NRI account
810,46,Monthly,2019-11-11,Savings account
1760,53,Monthly,2019-11-11,Savings account
2550,67,Monthly,2019-11-11,NRI account
1599,57,Monthly,2019-11-10,NRI account
11079,16,Monthly,2019-11-10,Savings account
1044,14,Monthly,2019-11-09,Savings account
1945,56,Monthly,2019-11-09,Salary account
9790,52,Monthly,2019-11-09,NRI account
9928,60,Monthly,2019-11-09,NRI account
2580,60,Monthly,2019-11-09,NRI account
2157,77,Monthly,2019-11-08,Salary account
2051,64,weekly,2019-11-08,NRI account
3061,76,Monthly,2019-11-08,NRI account
3111,60,Monthly,2019-11-08,Savings account
1691,48,Monthly,2019-11-08,Savings account
155,58,Monthly,2019-11-07,Savings account
3945,50,Monthly,2019-11-07,NRI account
3384,14,Monthly,2019-11-05,Savings account
257,11,Monthly,2019-11-05,Salary account
479,1,Monthly,2019-11-05,Salary account
3764,69,Monthly,2019-11-05,Salary account
820,74,Monthly,2019-11-04,Salary account
9353,59,Monthly,2019-11-03,NRI account
1403,17,Monthly,2019-11-02,Savings account
1629,10,Monthly,2019-11-02,NRI account
10710,19,Monthly,2019-10-30,NRI account
2871,52,Monthly,2019-10-30,Savings account
3080,57,Monthly,2019-10-29,NRI account
2621,55,Monthly,2019-10-29,NRI account
1238,1,Monthly,2019-10-29,Salary account
3637,53,Monthly,2019-10-28,Salary account
2481,1,Monthly,2019-10-28,Savings account
1426,40,Monthly,2019-10-27,Savings account
602,43,Monthly,2019-10-27,Savings account
1756,38,Monthly,2019-10-26,Salary account
2500,61,Monthly,2019-10-26,Savings account
2727,1,Monthly,2019-10-25,Salary account
10520,55,suance after a transaction,2019-10-24,Salary account
2515,64,Monthly,2019-10-24,Salary account
10762,1,Monthly,2019-10-23,Salary account
3131,21,Monthly,2019-10-23,NRI account
2235,45,Monthly,2019-10-22,Savings account
2487,42,Monthly,2019-10-22,Salary account
1206,70,Monthly,2019-10-21,Savings account
501,13,Monthly,2019-10-21,NRI account
3200,17,suance after a transaction,2019-10-20,NRI account
3646,63,weekly,2019-10-20,NRI account
1142,74,Monthly,2019-10-19,Savings account
762,76,Monthly,2019-10-18,NRI account
319,47,weekly,2019-10-17,NRI account
336,62,Monthly,2019-10-16,Salary account
308,61,Monthly,2019-10-16,Salary account
4650,4,Monthly,2019-10-15,NRI account
2255,52,Monthly,2019-10-14,Salary account
11362,67,Monthly,2019-10-14,NRI account
1796,18,Monthly,2019-10-14,NRI account
2834,70,Monthly,2019-10-14,NRI account
8114,59,Monthly,2019-10-14,NRI account
260,24,Monthly,2019-10-14,Savings account
1749,64,Monthly,2019-10-14,NRI account
2424,1,Monthly,2019-10-13,Savings account
917,56,Monthly,2019-10-13,Salary account
1581,39,Monthly,2019-10-12,Savings account
5063,43,Monthly,2019-10-11,Salary account
1257,66,Monthly,2019-10-11,NRI account
990,17,Monthly,2019-10-11,NRI account
2965,6,Monthly,2019-10-10,Savings account
2301,22,Monthly,2019-10-10,NRI account
2674,50,Monthly,2019-10-10,Savings account
11,76,Monthly,2019-10-10,Salary account
8533,47,Monthly,2019-10-10,Salary account
1089,74,Monthly,2019-10-10,Savings account
6400,31,suance after a transaction,2019-10-09,Salary account
3486,64,Monthly,2019-10-09,Salary account
4473,45,Monthly,2019-10-09,Salary account
521,9,Monthly,2019-10-08,Salary account
3132,56,Monthly,2019-10-08,Salary account
3944,22,Monthly,2019-10-08,Salary account
1427,17,Monthly,2019-10-08,Savings account
1742,68,Monthly,2019-10-08,NRI account
1690,16,Monthly,2019-10-07,Savings account
1448,1,Monthly,2019-10-07,NRI account
3677,1,Monthly,2019-10-04,Savings account
2565,74,Monthly,2019-10-04,Savings account
4190,62,Monthly,2019-10-04,NRI account
3317,4,Monthly,2019-10-04,Savings account
2835,73,Monthly,2019-10-03,Salary account
331,65,Monthly,2019-10-02,Savings account
7487,4,Monthly,2019-10-01,Savings account
992,22,Monthly,2019-10-01,Savings account
4047,45,weekly,2019-09-29,Savings account
3417,48,Monthly,2019-09-28,NRI account
169,4,Monthly,2019-09-28,NRI account
80,43,Monthly,2019-09-27,Salary account
2731,1,Monthly,2019-09-26,NRI account
1704,70,Monthly,2019-09-22,Savings account
1660,1,Monthly,2019-09-22,Savings account
5429,71,Monthly,2019-09-22,Savings account
3440,22,Monthly,2019-09-22,Salary account
2148,1,Monthly,2019-09-22,NRI account
676,39,Monthly,2019-09-22,NRI account
2353,51,Monthly,2019-09-21,Salary account
1335,54,Monthly,2019-09-21,Savings account
2119,74,Monthly,2019-09-21,Salary account
8,57,Monthly,2019-09-21,Savings account
1376,64,Monthly,2019-09-20,Savings account
3770,23,Monthly,2019-09-20,Savings account
11271,5,Monthly,2019-09-20,Salary account
3758,38,Monthly,2019-09-19,Salary account
138,22,Monthly,2019-09-19,NRI account
9377,1,Monthly,2019-09-17,Savings account
3234,1,Monthly,2019-09-16,Savings account
1452,45,Monthly,2019-09-16,Savings account
994,72,Monthly,2019-09-15,Savings account
1674,1,Monthly,2019-09-15,NRI account
3368,24,Monthly,2019-09-14,Salary account
5125,1,Monthly,2019-09-14,Salary account
2358,7,Monthly,2019-09-13,Savings account
1613,1,Monthly,2019-09-13,Savings account
2866,43,Monthly,2019-09-13,Salary account
3010,46,Monthly,2019-09-13,Salary account
3628,70,Monthly,2019-09-12,Savings account
6463,16,Monthly,2019-09-11,NRI account
301,60,Monthly,2019-09-10,Salary account
372,55,Monthly,2019-09-10,Savings account
3492,33,Monthly,2019-09-10,Savings account
803,19,Monthly,2019-09-09,Savings account
2456,65,Monthly,2019-09-09,Savings account
619,1,weekly,2019-09-09,NRI account
1423,76,Monthly,2019-09-08,Salary account
2853,54,Monthly,2019-09-08,NRI account
7957,51,Monthly,2019-09-07,NRI account
1149,18,Monthly,2019-09-07,NRI account
219,28,Monthly,2019-09-06,Salary account
3552,62,Monthly,2019-09-06,Salary account
3866,60,Monthly,2019-09-05,NRI account
3914,33,Monthly,2019-09-05,Salary account
3807,53,Monthly,2019-09-05,NRI account
3925,1,Monthly,2019-09-05,Salary account
3855,33,Monthly,2019-09-04,NRI account
429,63,Monthly,2019-09-03,NRI account
3269,37,Monthly,2019-09-03,Salary account
1810,50,Monthly,2019-09-03,Salary account
665,8,Monthly,2019-09-03,Salary account
6872,15,Monthly,2019-09-02,Salary account
532,26,Monthly,2019-09-02,Salary account
674,49,Monthly,2019-09-02,Savings account
10365,22,Monthly,2019-09-02,Salary account
430,54,Monthly,2019-09-02,Savings account
1640,13,Monthly,2019-09-01,NRI account
2833,64,Monthly,2019-08-30,Salary account
3553,70,Monthly,2019-08-30,Savings account
9052,43,suance after a transaction,2019-08-30,Salary account
3139,12,Monthly,2019-08-30,Savings account
1562,1,Monthly,2019-08-30,Savings account
1961,13,Monthly,2019-08-30,NRI account
353,24,Monthly,2019-08-30,NRI account
213,73,Monthly,2019-08-29,NRI account
32,5,Monthly,2019-08-28,Savings account
5066,13,weekly,2019-08-27,Savings account
2236,73,Monthly,2019-08-27,Savings account
3995,12,Monthly,2019-08-27,NRI account
894,46,Monthly,2019-08-27,Savings account
418,36,Monthly,2019-08-27,NRI account
3254,36,Monthly,2019-08-27,Salary account
3582,19,Monthly,2019-08-26,NRI account
420,75,Monthly,2019-08-26,Salary account
937,43,Monthly,2019-08-26,Salary account
4258,51,Monthly,2019-08-26,NRI account
3315,23,Monthly,2019-08-24,Savings account
3763,55,Monthly,2019-08-23,NRI account
995,64,Monthly,2019-08-23,NRI account
2858,56,Monthly,2019-08-22,NRI account
2855,27,Monthly,2019-08-21,NRI account
5024,70,Monthly,2019-08-20,NRI account
560,36,Monthly,2019-08-20,Savings account
11382,74,Monthly,2019-08-20,NRI account
6856,43,Monthly,2019-08-19,Salary account
11138,70,weekly,2019-08-18,Savings account
5213,1,Monthly,2019-08-18,Salary account
531,31,Monthly,2019-08-18,Salary account
2280,68,Monthly,2019-08-17,Savings account
3896,45,Monthly,2019-08-17,NRI account
3679,64,Monthly,2019-08-15,NRI account
2562,35,Monthly,2019-08-15,Savings account
3631,1,Monthly,2019-08-13,NRI account
2514,16,Monthly,2019-08-13,NRI account
75,1,Monthly,2019-08-13,Salary account
1122,13,Monthly,2019-08-12,NRI account
786,53,Monthly,2019-08-12,Salary account
3216,3,Monthly,2019-08-11,Salary account
2206,45,Monthly,2019-08-10,NRI account
1203,72,Monthly,2019-08-09,Salary account
2608,19,Monthly,2019-08-09,Savings account
3270,30,Monthly,2019-08-08,NRI account
1520,48,Monthly,2019-08-08,Savings account
4681,70,Monthly,2019-08-08,NRI account
3902,1,Monthly,2019-08-08,Savings account
8327,1,weekly,2019-08-08,Savings account
3203,23,Monthly,2019-08-07,NRI account
5118,72,Monthly,2019-08-05,Salary account
1971,41,Monthly,2019-08-04,NRI account
2830,20,Monthly,2019-08-04,NRI account
1927,42,Monthly,2019-08-04,Savings account
2265,65,Monthly,2019-08-03,NRI account
675,58,Monthly,2019-08-03,Savings account
5033,54,Monthly,2019-08-03,Salary account
1009,1,weekly,2019-08-01,Savings account
2577,7,Monthly,2019-07-30,NRI account
4948,43,Monthly,2019-07-29,Savings account
1803,24,Monthly,2019-07-29,Salary account
2957,25,Monthly,2019-07-28,NRI account
6985,38,Monthly,2019-07-27,Savings account
1252,13,weekly,2019-07-26,NRI account
3357,54,Monthly,2019-07-26,NRI account
2520,18,Monthly,2019-07-25,Salary account
2553,41,Monthly,2019-07-24,NRI account
10018,8,Monthly,2019-07-23,Savings account
953,14,Monthly,2019-07-22,Savings account
4081,11,Monthly,2019-07-22,Salary account
2144,55,suance after a transaction,2019-07-21,Salary account
720,54,Monthly,2019-07-20,Savings account
1472,2,Monthly,2019-07-20,Salary account
2244,46,Monthly,2019-07-19,Salary account
2310,15,Monthly,2019-07-19,Savings account
1994,42,Monthly,2019-07-19,Savings account
3532,73,Monthly,2019-07-18,Savings account
1251,34,weekly,2019-07-18,NRI account
1936,70,Monthly,2019-07-18,Savings account
8547,14,weekly,2019-07-17,Savings account
1135,1,Monthly,2019-07-17,NRI account
4263,5,Monthly,2019-07-17,Savings account
1344,12,suance after a transaction,2019-07-16,Savings account
1220,1,Monthly,2019-07-15,Savings account
1568,23,Monthly,2019-07-15,Savings account
3895,27,Monthly,2019-07-14,Salary account
5263,64,Monthly,2019-07-14,NRI account
5794,70,Monthly,2019-07-14,Savings account
1075,35,Monthly,2019-07-13,Salary account
2281,1,Monthly,2019-07-13,Salary account
2307,60,Monthly,2019-07-12,NRI account
3474,23,Monthly,2019-07-12,Salary account
625,70,Monthly,2019-07-12,NRI account
731,5,Monthly,2019-07-11,NRI account
1103,66,Monthly,2019-07-09,NRI account
3330,76,Monthly,2019-07-08,Salary account
6649,1,Monthly,2019-07-08,Savings account
3779,74,Monthly,2019-07-08,Salary account
3458,63,Monthly,2019-07-07,NRI account
2041,48,Monthly,2019-07-05,Savings account
5742,74,suance after a transaction,2019-07-05,Savings account
4415,73,Monthly,2019-07-05,NRI account
4330,47,Monthly,2019-07-05,Savings account
1597,68,Monthly,2019-07-04,Savings account
1725,72,suance after a transaction,2019-07-03,NRI account
3410,39,Monthly,2019-07-03,Savings account
2292,41,Monthly,2019-06-29,NRI account
638,65,Monthly,2019-06-28,Salary account
2533,49,Monthly,2019-06-27,Savings account
99,1,Monthly,2019-06-27,Savings account
9235,37,Monthly,2019-06-24,NRI account
3363,30,Monthly,2019-06-24,Savings account
3436,5,Monthly,2019-06-24,Salary account
1151,40,Monthly,2019-06-23,NRI account
1728,74,Monthly,2019-06-23,Savings account
3810,43,Monthly,2019-06-22,Savings account
2781,16,Monthly,2019-06-20,NRI account
1031,74,Monthly,2019-06-20,NRI account
7184,5,Monthly,2019-06-19,Salary account
2297,46,Monthly,2019-06-18,Savings account
1846,6,Monthly,2019-06-17,Savings account
2096,32,Monthly,2019-06-17,Salary account
458,7,Monthly,2019-06-16,Savings account
120,65,weekly,2019-06-16,Savings account
10019,8,Monthly,2019-06-15,NRI account
2328,35,Monthly,2019-06-14,NRI account
1519,9,Monthly,2019-06-14,Savings account
808,69,Monthly,2019-06-13,Savings account
3601,54,Monthly,2019-06-13,Salary account
131,52,Monthly,2019-06-13,Savings account
3124,6,Monthly,2019-06-13,Savings account
7618,72,weekly,2019-06-13,NRI account
807,76,weekly,2019-06-13,Savings account
3847,33,Monthly,2019-06-13,NRI account
223,39,Monthly,2019-06-13,NRI account
3252,12,Monthly,2019-06-12,Savings account
3725,33,Monthly,2019-06-11,Savings account
896,3,Monthly,2019-06-11,Salary account
1793,56,Monthly,2019-06-10,Savings account
1696,43,Monthly,2019-06-09,NRI account
2139,8,Monthly,2019-06-09,NRI account
5774,1,Monthly,2019-06-08,Salary account
3392,1,Monthly,2019-06-08,Salary account
1465,30,Monthly,2019-06-08,NRI account
1420,68,Monthly,2019-06-08,Salary account
1620,17,Monthly,2019-06-08,Savings account
4121,54,Monthly,2019-06-08,Salary account
754,1,Monthly,2019-06-08,Savings account
3045,1,Monthly,2019-06-08,NRI account
3453,13,Monthly,2019-06-08,Salary account
471,47,Monthly,2019-06-07,NRI account
53,77,Monthly,2019-06-07,Salary account
1413,65,Monthly,2019-06-07,NRI account
553,26,Monthly,2019-06-06,NRI account
1092,41,Monthly,2019-06-06,NRI account
2642,68,Monthly,2019-06-05,NRI account
3520,72,Monthly,2019-06-04,NRI account
2018,42,Monthly,2019-06-04,Salary account
2877,37,Monthly,2019-06-04,NRI account
11069,37,Monthly,2019-06-02,Salary account
3874,51,Monthly,2019-06-02,Salary account
1974,42,Monthly,2019-06-01,Savings account
2559,32,Monthly,2019-06-01,NRI account
1059,8,Monthly,2019-05-30,Salary account
3624,32,weekly,2019-05-30,NRI account
10001,24,Monthly,2019-05-28,Savings account
3186,10,Monthly,2019-05-28,Salary account
1530,70,Monthly,2019-05-27,NRI account
1642,64,Monthly,2019-05-27,Salary account
6358,3,Monthly,2019-05-27,Salary account
11349,1,weekly,2019-05-26,NRI account
2969,29,Monthly,2019-05-26,Savings account
8998,61,Monthly,2019-05-24,Savings account
490,45,Monthly,2019-05-23,NRI account
3386,2,Monthly,2019-05-23,NRI account
4589,4,Monthly,2019-05-22,Savings account
57,1,Monthly,2019-05-21,Savings account
10963,16,Monthly,2019-05-20,Savings account
2521,63,Monthly,2019-05-19,Salary account
3251,59,Monthly,2019-05-18,Salary account
5358,4,Monthly,2019-05-18,Salary account
875,63,Monthly,2019-05-17,Salary account
733,49,weekly,2019-05-17,Salary account
1720,35,Monthly,2019-05-16,Salary account
4014,56,suance after a transaction,2019-05-15,Salary account
2178,64,Monthly,2019-05-15,NRI account
2935,68,Monthly,2019-05-15,Savings account
544,32,Monthly,2019-05-15,Salary account
256,37,Monthly,2019-05-14,Savings account
3845,48,Monthly,2019-05-14,Salary account
2919,77,Monthly,2019-05-10,Savings account
1741,21,Monthly,2019-05-10,Salary account
746,75,Monthly,2019-05-10,NRI account
1183,12,Monthly,2019-05-08,Savings account
2323,72,Monthly,2019-05-08,Salary account
463,51,Monthly,2019-05-08,Salary account
285,17,Monthly,2019-05-08,NRI account
4105,58,Monthly,2019-05-08,Salary account
2525,45,Monthly,2019-05-08,Savings account
6434,1,Monthly,2019-05-08,Salary account
533,40,Monthly,2019-05-07,Savings account
3940,35,weekly,2019-05-07,Salary account
4538,70,Monthly,2019-05-07,Savings account
454,7,Monthly,2019-05-07,NRI account
5194,1,suance after a transaction,2019-05-05,NRI account
3464,25,Monthly,2019-05-05,Salary account
2931,36,Monthly,2019-05-04,NRI account
10351,23,Monthly,2019-05-04,NRI account
3936,39,Monthly,2019-05-04,Salary account
2364,33,Monthly,2019-05-03,NRI account
1280,70,Monthly,2019-05-03,Savings account
54,4,Monthly,2019-05-02,NRI account
1010,61,Monthly,2019-05-01,Savings account
1248,22,Monthly,2019-04-29,Salary account
2331,8,Monthly,2019-04-29,Savings account
2751,31,Monthly,2019-04-28,Savings account
404,41,Monthly,2019-04-28,Savings account
2547,74,Monthly,2019-04-28,Savings account
922,61,Monthly,2019-04-27,Savings account
3735,1,Monthly,2019-04-27,NRI account
3449,1,Monthly,2019-04-27,Salary account
4423,39,Monthly,2019-04-26,NRI account
267,38,Monthly,2019-04-26,NRI account
3930,37,Monthly,2019-04-25,Salary account
455,54,Monthly,2019-04-23,Salary account
7861,34,Monthly,2019-04-22,NRI account
819,20,Monthly,2019-04-22,Savings account
2726,18,Monthly,2019-04-20,Savings account
1038,64,Monthly,2019-04-20,NRI account
5724,14,suance after a transaction,2019-04-19,Savings account
3823,74,Monthly,2019-04-19,Salary account
3321,17,Monthly,2019-04-18,Savings account
3231,73,Monthly,2019-04-18,Salary account
1315,13,Monthly,2019-04-17,Salary account
1862,19,weekly,2019-04-15,Salary account
1309,1,Monthly,2019-04-15,Savings account
1046,1,Monthly,2019-04-14,NRI account
3729,31,Monthly,2019-04-14,Salary account
3702,53,Monthly,2019-04-13,NRI account
4852,47,Monthly,2019-04-13,Savings account
2750,13,Monthly,2019-04-13,NRI account
893,53,Monthly,2019-04-12,Savings account
7815,19,weekly,2019-04-09,Salary account
7136,12,weekly,2019-04-09,Salary account
1228,62,Monthly,2019-04-09,Salary account
206,61,Monthly,2019-04-08,Salary account
3109,18,Monthly,2019-04-08,NRI account
1590,77,Monthly,2019-04-07,NRI account
7418,21,Monthly,2019-04-07,Salary account
19,21,Monthly,2019-04-07,Salary account
842,62,Monthly,2019-04-07,Savings account
1821,70,Monthly,2019-04-07,Savings account
3147,54,Monthly,2019-04-05,Salary account
6289,64,Monthly,2019-04-05,NRI account
2203,47,Monthly,2019-04-04,Salary account
6910,76,Monthly,2019-04-04,Savings account
1986,46,Monthly,2019-04-04,Salary account
2839,70,Monthly,2019-04-04,NRI account
1479,54,Monthly,2019-04-04,Savings account
5126,58,Monthly,2019-04-03,Savings account
231,22,Monthly,2019-04-03,NRI account
248,1,Monthly,2019-04-02,NRI account
9493,64,Monthly,2019-04-02,NRI account
1561,66,Monthly,2019-04-01,NRI account
2540,54,Monthly,2019-04-01,Savings account
1249,67,Monthly,2019-03-30,Savings account
95,1,Monthly,2019-03-30,Salary account
1540,1,Monthly,2019-03-29,Salary account
1692,56,Monthly,2019-03-29,Savings account
227,27,Monthly,2019-03-28,Savings account
568,18,Monthly,2019-03-28,Savings account
1254,74,Monthly,2019-03-28,NRI account
608,32,Monthly,2019-03-27,NRI account
1757,75,Monthly,2019-03-27,Salary account
6609,16,Monthly,2019-03-27,NRI account
870,70,Monthly,2019-03-27,Savings account
767,25,Monthly,2019-03-26,NRI account
981,66,Monthly,2019-03-25,NRI account
5541,43,Monthly,2019-03-24,NRI account
1,18,Monthly,2019-03-24,NRI account
1306,1,Monthly,2019-03-22,Savings account
1174,70,Monthly,2019-03-21,NRI account
1261,52,Monthly,2019-03-18,NRI account
2856,25,Monthly,2019-03-18,Salary account
288,25,Monthly,2019-03-18,Savings account
3750,77,Monthly,2019-03-18,Salary account
150,73,Monthly,2019-03-16,NRI account
3402,76,weekly,2019-03-16,Salary account
2810,66,Monthly,2019-03-16,Savings account
586,54,Monthly,2019-03-16,Savings account
7606,21,Monthly,2019-03-15,NRI account
158,37,Monthly,2019-03-15,Savings account
6397,48,Monthly,2019-03-15,Savings account
7859,52,Monthly,2019-03-14,Savings account
2723,75,Monthly,2019-03-12,Savings account
3230,1,Monthly,2019-03-11,Savings account
3989,19,Monthly,2019-03-11,Salary account
108,53,Monthly,2019-03-10,Savings account
1802,75,Monthly,2019-03-10,Salary account
1108,26,Monthly,2019-03-09,Savings account
3826,34,Monthly,2019-03-05,Salary account
376,25,Monthly,2019-03-05,NRI account
1287,35,Monthly,2019-03-04,NRI account
9897,1,Monthly,2019-03-04,Savings account
30,36,Monthly,2019-03-04,Salary account
2367,28,Monthly,2019-03-04,Salary account
2865,1,Monthly,2019-03-03,NRI account
3014,75,weekly,2019-03-03,Salary account
2680,46,Monthly,2019-03-03,NRI account
1129,35,Monthly,2019-03-03,Savings account
3233,31,Monthly,2019-03-03,Savings account
190,74,Monthly,2019-03-02,Salary account
3737,34,Monthly,2019-03-01,Savings account
1702,56,Monthly,2019-02-27,Salary account
1778,15,Monthly,2019-02-25,NRI account
2911,33,Monthly,2019-02-25,NRI account
3710,1,Monthly,2019-02-25,Salary account
3753,28,Monthly,2019-02-24,Savings account
763,1,Monthly,2019-02-23,Salary account
4161,1,Monthly,2019-02-23,NRI account
2431,74,Monthly,2019-02-23,Salary account
1633,51,Monthly,2019-02-22,NRI account
2490,22,Monthly,2019-02-21,NRI account
2047,20,Monthly,2019-02-21,NRI account
3839,1,Monthly,2019-02-21,NRI account
10884,65,Monthly,2019-02-20,Savings account
2688,72,Monthly,2019-02-20,Savings account
1772,31,weekly,2019-02-20,Savings account
781,33,Monthly,2019-02-19,NRI account
1858,72,Monthly,2019-02-18,NRI account
3978,59,Monthly,2019-02-18,Savings account
70,8,Monthly,2019-02-18,Salary account
3297,53,Monthly,2019-02-17,NRI account
607,16,Monthly,2019-02-17,Savings account
3466,64,Monthly,2019-02-16,Salary account
1967,26,weekly,2019-02-13,NRI account
4727,2,Monthly,2019-02-13,Savings account
3623,59,Monthly,2019-02-12,NRI account
2268,1,Monthly,2019-02-11,Savings account
388,59,Monthly,2019-02-11,NRI account
3817,70,Monthly,2019-02-10,NRI account
3865,50,Monthly,2019-02-09,Savings account
4109,54,Monthly,2019-02-09,Salary account
515,57,Monthly,2019-02-09,NRI account
7614,62,Monthly,2019-02-08,NRI account
8159,26,Monthly,2019-02-08,Salary account
2151,38,Monthly,2019-02-08,Savings account
1889,59,Monthly,2019-02-06,NRI account
789,39,Monthly,2019-02-06,Salary account
2718,29,Monthly,2019-02-05,Salary account
1496,57,Monthly,2019-02-05,Savings account
2968,15,Monthly,2019-02-05,Salary account
4001,54,Monthly,2019-02-04,NRI account
393,46,Monthly,2019-02-04,NRI account
1112,48,Monthly,2019-02-03,Savings account
3583,40,Monthly,2019-02-03,Savings account
3421,31,Monthly,2019-02-01,NRI account
11042,72,Monthly,2019-01-29,Salary account
650,3,Monthly,2019-01-28,Savings account
795,25,Monthly,2019-01-27,Salary account
1548,47,Monthly,2019-01-27,Savings account
2755,20,Monthly,2019-01-26,NRI account
3235,8,Monthly,2019-01-26,Savings account
2111,42,weekly,2019-01-25,Savings account
1769,39,Monthly,2019-01-25,NRI account
2663,64,Monthly,2019-01-25,NRI account
4103,38,Monthly,2019-01-25,Salary account
5735,52,Monthly,2019-01-25,NRI account
3362,73,Monthly,2019-01-25,Savings account
1914,27,Monthly,2019-01-24,Salary account
2054,1,Monthly,2019-01-24,Savings account
270,27,Monthly,2019-01-23,Savings account
1526,52,Monthly,2019-01-22,Salary account
3841,8,Monthly,2019-01-22,Salary account
9030,72,Monthly,2019-01-21,NRI account
2352,70,Monthly,2019-01-21,NRI account
484,1,Monthly,2019-01-20,Salary account
217,77,Monthly,2019-01-20,Salary account
3777,70,Monthly,2019-01-19,NRI account
2414,1,Monthly,2019-01-19,Savings account
9814,64,weekly,2019-01-19,Salary account
2681,28,Monthly,2019-01-19,Salary account
2185,67,Monthly,2019-01-18,Salary account
1446,57,Monthly,2019-01-18,Salary account
915,72,Monthly,2019-01-18,Savings account
839,16,Monthly,2019-01-17,Savings account
1625,1,Monthly,2019-01-17,NRI account
2563,48,Monthly,2019-01-17,NRI account
1414,58,Monthly,2019-01-17,Savings account
7562,72,weekly,2019-01-17,Salary account
3812,72,Monthly,2019-01-16,NRI account
4368,1,Monthly,2019-01-16,Savings account
2729,40,Monthly,2019-01-16,Savings account
2446,3,Monthly,2019-01-16,Savings account
10630,41,Monthly,2019-01-15,Savings account
3981,23,Monthly,2019-01-15,NRI account
3244,56,Monthly,2019-01-14,Salary account
1437,50,Monthly,2019-01-13,Salary account
756,65,Monthly,2019-01-13,Salary account
8092,54,Monthly,2019-01-11,Salary account
2421,18,Monthly,2019-01-11,NRI account
2923,43,Monthly,2019-01-10,Salary account
3641,7,Monthly,2019-01-09,Savings account
5650,10,suance after a transaction,2019-01-08,NRI account
1955,49,Monthly,2019-01-07,Savings account
3128,1,Monthly,2019-01-06,Savings account
2978,74,Monthly,2019-01-06,Savings account
3141,1,weekly,2019-01-06,Salary account
3250,1,Monthly,2019-01-06,NRI account
2163,17,Monthly,2019-01-05,NRI account
